repo,year,participation_rate
gitignore,4,0.01818181818181818
gitignore,5,0.0
gitignore,6,0.045454545454545456
gitignore,7,0.03125
gitignore,8,0.0
gitignore,9,0.038461538461538464
gitignore,10,0.024390243902439025
pandas,1,0.03559870550161812
pandas,2,0.02569593147751606
pandas,3,0.023554603854389723
pandas,4,0.020654044750430294
pandas,5,0.019762845849802372
pandas,6,0.020512820512820513
pandas,7,0.027842227378190254
pandas,8,0.016901408450704224
pandas,9,0.009615384615384616
pandas,10,0.03296703296703297
AdminLTE,1,0.0
AdminLTE,2,1.0
AdminLTE,3,0.0
AdminLTE,4,0.17391304347826086
AdminLTE,5,0.3333333333333333
AdminLTE,6,0.6
AdminLTE,7,0.25
AdminLTE,8,0.3333333333333333
AdminLTE,9,0.0
AdminLTE,10,0.4
react-router,1,0.17307692307692307
react-router,2,0.05434782608695652
react-router,3,0.05172413793103448
react-router,4,0.07407407407407407
react-router,5,0.2222222222222222
react-router,6,0.48951048951048953
react-router,7,0.6697247706422018
react-router,8,0.5555555555555556
react-router,9,0.9197080291970803
react-router,10,0.907563025210084
ant-design,1,0.0892018779342723
ant-design,2,0.06896551724137931
ant-design,3,0.06712962962962964
ant-design,4,0.053268765133171914
ant-design,5,0.043835616438356165
ant-design,6,0.05263157894736842
ant-design,7,0.05013927576601671
ant-design,8,0.06993006993006994
ant-design,9,0.08771929824561403
ant-design,10,0.07567567567567568
rails,1,0.015655577299412915
rails,2,0.037037037037037035
rails,3,0.030418250950570342
rails,4,0.010752688172043012
rails,5,0.011312217194570135
rails,6,0.02208835341365462
rails,7,0.01152073732718894
rails,8,0.006802721088435374
rails,9,0.0021413276231263384
rails,10,0.007042253521126761
spring-boot,1,0.014814814814814815
spring-boot,2,0.054945054945054944
spring-boot,3,0.04433497536945813
spring-boot,4,0.046632124352331605
spring-boot,5,0.09424083769633508
spring-boot,6,0.024096385542168676
spring-boot,7,0.012987012987012988
spring-boot,8,0.024390243902439025
spring-boot,9,0.0546875
spring-boot,10,0.03571428571428571
